fileId,fileUrls from query MCD19A2--61 2023-01-01..2023-12-31 x35.5y32.2 x37.4y31[7],size
7911375123,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023365.h21v05.061.2024004085056.hdf,10536607
7911357641,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023365.h20v05.061.2024004083658.hdf,8608088
7906219534,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023364.h21v05.061.2023365164841.hdf,12003284
7906187060,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023364.h20v05.061.2023365162948.hdf,9740723
7904489717,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023363.h21v05.061.2023364165145.hdf,11471608
7904467360,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023363.h20v05.061.2023364163709.hdf,14483762
7902763118,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023362.h21v05.061.2023363172832.hdf,9465480
7902732653,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023362.h20v05.061.2023363171007.hdf,13897778
7901160776,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023361.h20v05.061.2023362213149.hdf,12075657
7901117868,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023361.h21v05.061.2023362210008.hdf,11917954
7900288018,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023360.h20v05.061.2023362100502.hdf,12576759
7900554221,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023360.h21v05.061.2023362134423.hdf,12217893
7899998515,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023359.h20v05.061.2023362061224.hdf,13227379
7900184321,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023359.h21v05.061.2023362083858.hdf,11556612
7899857243,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023358.h21v05.061.2023362040611.hdf,9718950
7899632032,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023358.h20v05.061.2023362001306.hdf,11207384
7899522983,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023357.h20v05.061.2023361222207.hdf,11803239
7899550385,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023357.h21v05.061.2023361224505.hdf,9224265
7897792456,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023356.h20v05.061.2023360232832.hdf,8434296
7897698160,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023356.h21v05.061.2023360222057.hdf,9241519
7891763551,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023355.h20v05.061.2023356234157.hdf,5359822
7891767394,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023355.h21v05.061.2023356234012.hdf,9941222
7891717882,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023354.h20v05.061.2023356232033.hdf,9571124
7891723965,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023354.h21v05.061.2023356232111.hdf,12351898
7886945060,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023353.h20v05.061.2023354164858.hdf,14215050
7886901146,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023353.h21v05.061.2023354162313.hdf,12107028
7884271190,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023352.h21v05.061.2023353183429.hdf,11292360
7884234120,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023352.h20v05.061.2023353181337.hdf,13520679
7884212134,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023351.h20v05.061.2023353175813.hdf,10012878
7884224782,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023351.h21v05.061.2023353180332.hdf,12099251
7881626134,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023350.h20v05.061.2023351160254.hdf,13068113
7881629271,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023350.h21v05.061.2023351160514.hdf,10285315
7880303337,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023349.h21v05.061.2023350160315.hdf,12554379
7880298995,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023349.h20v05.061.2023350160149.hdf,8167959
7879068924,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023348.h20v05.061.2023349162801.hdf,9991513
7879043147,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023348.h21v05.061.2023349160341.hdf,11022420
7877381643,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023347.h20v05.061.2023348155309.hdf,12713260
7877399327,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023347.h21v05.061.2023348162334.hdf,8455347
7876960371,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023346.h20v05.061.2023347154501.hdf,9141167
7876973809,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023346.h21v05.061.2023347155844.hdf,8393332
7876532578,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023345.h21v05.061.2023346154609.hdf,9600159
7876528679,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023345.h20v05.061.2023346154405.hdf,10140830
7876017792,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023344.h21v05.061.2023345163827.hdf,10422114
7876012568,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023344.h20v05.061.2023345163657.hdf,7981834
7875584647,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023343.h20v05.061.2023344162159.hdf,7031028
7875581471,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023343.h21v05.061.2023344161703.hdf,8562006
7875121898,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023342.h21v05.061.2023343162155.hdf,9924506
7875109915,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023342.h20v05.061.2023343160429.hdf,6612144
7874647253,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023341.h20v05.061.2023342155712.hdf,6217262
7874653122,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023341.h21v05.061.2023342160110.hdf,9891727
7874109258,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023340.h20v05.061.2023341172028.hdf,9394083
7874124524,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023340.h21v05.061.2023341173950.hdf,8926728
7874116873,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023339.h21v05.061.2023341172527.hdf,11587018
7874085056,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023339.h20v05.061.2023341165513.hdf,11529061
7874091309,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023338.h21v05.061.2023341165918.hdf,12133524
7874055487,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023338.h20v05.061.2023341162118.hdf,11564131
7873163739,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023337.h21v05.061.2023340025112.hdf,13691876
7873141957,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023337.h20v05.061.2023340020918.hdf,6539271
7873091198,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023336.h20v05.061.2023340012233.hdf,10480753
7873142699,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023336.h21v05.061.2023340020307.hdf,12598671
7873075059,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023335.h20v05.061.2023340010231.hdf,13723066
7873086597,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023335.h21v05.061.2023340011259.hdf,13093596
7871145566,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023334.h21v05.061.2023335163450.hdf,11970746
7871155550,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023334.h20v05.061.2023335164819.hdf,11203532
7870670087,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023333.h20v05.061.2023334163136.hdf,9959627
7870674941,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023333.h21v05.061.2023334163706.hdf,10506687
7870070025,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2023332.h20v05.061.2023333155719.hdf,11127566
