fileId,fileUrls from query MCD19A2--61 2024-01-01..2025-01-20 x35.5y32.2 x37.4y31[7],size
8677514508,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025020.h20v05.061.2025022124044.hdf,9712403
8676901332,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025020.h21v05.061.2025022073518.hdf,10677342
8676780649,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025019.h21v05.061.2025022063023.hdf,10850602
8677269058,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025019.h20v05.061.2025022103804.hdf,12664051
8676936778,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025018.h20v05.061.2025022075243.hdf,13649130
8676555249,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025018.h21v05.061.2025022044945.hdf,11779444
8676760311,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025017.h20v05.061.2025022062254.hdf,10656853
8676348208,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025017.h21v05.061.2025022033417.hdf,11675452
8675317911,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025016.h21v05.061.2025021172828.hdf,9343571
8675294281,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025016.h20v05.061.2025021171024.hdf,10288544
8672195045,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025015.h21v05.061.2025016232607.hdf,11280985
8672282978,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025015.h20v05.061.2025017030048.hdf,11209434
8670722508,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025014.h20v05.061.2025015205257.hdf,11386215
8670719581,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025014.h21v05.061.2025015204642.hdf,10640627
8669682462,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025013.h21v05.061.2025015041351.hdf,12027239
8669626447,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025013.h20v05.061.2025015032926.hdf,9454712
8669584081,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025012.h21v05.061.2025015025230.hdf,10310913
8669548826,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025012.h20v05.061.2025015022815.hdf,10610283
8669485651,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025011.h21v05.061.2025015014305.hdf,9573506
8669489792,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025011.h20v05.061.2025015014841.hdf,11331381
8669421320,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025010.h20v05.061.2025015004923.hdf,12764368
8669386108,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025010.h21v05.061.2025015001947.hdf,12369726
8662708722,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025009.h21v05.061.2025010232937.hdf,11217390
8662796438,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025009.h20v05.061.2025011002054.hdf,10691637
8662215472,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025008.h21v05.061.2025010194541.hdf,11850428
8662216884,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025008.h20v05.061.2025010195010.hdf,10172843
8658654939,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025007.h20v05.061.2025009035447.hdf,10663287
8658738780,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025007.h21v05.061.2025009045409.hdf,9418077
8657552406,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025006.h20v05.061.2025008104955.hdf,12933051
8657568628,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025006.h21v05.061.2025008105724.hdf,8984317
8655219815,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025005.h21v05.061.2025006170904.hdf,10874484
8655222179,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025005.h20v05.061.2025006171721.hdf,8603764
8654302243,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025004.h21v05.061.2025005200052.hdf,11146115
8654295332,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025004.h20v05.061.2025005200019.hdf,6240312
8653538076,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025003.h21v05.061.2025004231559.hdf,12167000
8653414025,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025003.h20v05.061.2025004190324.hdf,9826312
8652511801,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025002.h20v05.061.2025003221422.hdf,12600798
8652365033,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025002.h21v05.061.2025003194143.hdf,11695434
8651917100,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025001.h21v05.061.2025003120757.hdf,9605868
8651680299,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2025001.h20v05.061.2025003072739.hdf,6303371
8651152526,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024365.h20v05.061.2025002234123.hdf,7809749
8651188698,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024365.h21v05.061.2025002235838.hdf,9382469
8648045190,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024364.h21v05.061.2024366090736.hdf,11055011
8647908168,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024364.h20v05.061.2024366080958.hdf,7369310
8647839422,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024363.h21v05.061.2024366072434.hdf,9305488
8647764897,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024363.h20v05.061.2024366065144.hdf,7560524
8647672528,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024362.h20v05.061.2024366053844.hdf,7872280
8647681989,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024362.h21v05.061.2024366055525.hdf,7822162
8647562830,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024361.h20v05.061.2024366051116.hdf,7967210
8647587527,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024361.h21v05.061.2024366051732.hdf,11242436
8647538172,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024360.h21v05.061.2024366044433.hdf,11360401
8647537208,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024360.h20v05.061.2024366044437.hdf,8940210
8644828335,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024359.h21v05.061.2024363234729.hdf,11267519
8644843174,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024359.h20v05.061.2024363235609.hdf,9200091
8644614139,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024358.h21v05.061.2024363223732.hdf,9912852
8644625736,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024358.h20v05.061.2024363224500.hdf,8636140
8644448716,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024357.h21v05.061.2024363213044.hdf,10987795
8644451525,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024357.h20v05.061.2024363213557.hdf,8133661
8644359441,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024356.h20v05.061.2024363195202.hdf,9360821
8644372678,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024356.h21v05.061.2024363195837.hdf,11006512
8644260674,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024355.h20v05.061.2024363171930.hdf,11340972
8644204262,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024355.h21v05.061.2024363151219.hdf,8150606
8633061763,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024354.h20v05.061.2024357161701.hdf,10365645
8633100948,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024354.h21v05.061.2024357162445.hdf,12314633
8633015639,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024353.h21v05.061.2024357160324.hdf,11757866
8633009870,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024353.h20v05.061.2024357160258.hdf,14068429
8623468416,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024352.h21v05.061.2024353155750.hdf,11613668
8623459689,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024352.h20v05.061.2024353155615.hdf,13086903
8620859582,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024351.h21v05.061.2024352160229.hdf,9424139
8620858147,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024351.h20v05.061.2024352160350.hdf,9386776
8618966894,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024350.h21v05.061.2024351222327.hdf,10950931
8618974000,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/MCD19A2.A2024350.h20v05.061.2024351222817.hdf,8934792
